,example_index,input_prompt,predicted_text,decode_method,temperature,model,prompt_type,meaning,predicted_meaning,gt_meaning,lyrics,artist,title
11,12003,"<|startoftext|> lyrics: Well, I won’t back down
 No, I won’t back down
 You can stand me up at the gates of hell
 But I won’t back down. meaning:","<|startoftext|> lyrics: Well, I won’t back down
 No, I won’t back down
 You can stand me up at the gates of hell
 But I won’t back down. meaning: The song’s title is a reference to the song “I Won’t Back Down” by the band The Beatles.





































































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The song’s title is a reference to the song “I Won’t Back Down” by the band The Beatles.





































































































","Everyone of us experiences failure, rejection and negativism. Petty has experienced it in his own life, from music critics to obsessed fans.
His advice is to focus on your goal and how you’re going to get there.



– Just beyond the gates of hell","Well, I won’t back down
 No, I won’t back down
 You can stand me up at the gates of hell
 But I won’t back down",Tom Petty,I Won’t Back Down
12,3001,"<|startoftext|> lyrics: I been stoned; ever since the days of creation, I’ve been red. meaning:","<|startoftext|> lyrics: I been stoned; ever since the days of creation, I’ve been red. meaning: The song’s title is a reference to the fact that the narrator is a stoner.














































































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The song’s title is a reference to the fact that the narrator is a stoner.














































































































","He is talking about how he is always high but the wordplay may actually go deeper.

“Stoned ever since the days of creation” could be a historical reference to the Stone Age, one of the earliest times for mankind, named after primitive humans creating stone tools. This could tie in with the Flintstones reference from earlier.

It could also be biblical, as the “days of creation” in the Bible are the days in which God created the universe. The “been stoned” part may be a reference to John 8:7 from the Bible, which says “Let any one of you who is without sin be the first to throw a stone at her”. The verse means that you shouldn’t shame others if you aren’t perfect yourself. Phi could be referencing it to say that either he gets shunned for his drug-addicted lifestyle when it isn’t much worse than anyone else’s or it’s a reference to racism and prejudice against black communities. “I’ve been red” is a homophone for “I’ve been read” which could mean that Phi is a religious guy hence the references. Many black communities are heavily into Christianity so it wouldn’t be a shock.","I been stoned; ever since the days of creation, I’ve been red",Gorillaz,Clint Eastwood (Phi Life Cypher Version)
13,4001,"<|startoftext|> lyrics: I’m gonna wear the tie, want the power to leave you
 I’m aimin’ for full control of this love (Of this love). meaning:","<|startoftext|> lyrics: I’m gonna wear the tie, want the power to leave you
 I’m aimin’ for full control of this love (Of this love). meaning: The “tie” is a reference to the “tie-dye” of the 1960s, which was a popular fashion accessory.



































































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The “tie” is a reference to the “tie-dye” of the 1960s, which was a popular fashion accessory.



































































































","Gaga wears the pants in this relationship, as guys are traditionally the dominant partner, and they traditionally wear ties.



However, in a conversation with Mirror, Gaga admitted that, at least in her relationship to Taylor Kinney, the case might be a little different:

He is totally in charge. I mean when I am home I am like, shoes are off, I’m making him dinner.","I’m gonna wear the tie, want the power to leave you
 I’m aimin’ for full control of this love (Of this love)",Lady Gaga,G.U.Y.
14,5001,"<|startoftext|> lyrics: Soon all that Gucci don’t fit, now you out of dough
 One day your pocket’s alright now they all wrong. meaning:","<|startoftext|> lyrics: Soon all that Gucci don’t fit, now you out of dough
 One day your pocket’s alright now they all wrong. meaning: Gucci Mane is a rapper who has been in the game for a long time. He’s been in the game for a long time, and he’s been in the game for a long time. He’s been in the game for a long time, and he’s been in the game for a long time. He’s been in the game for a long time, and he’s been in the game for a long time. He’s been in the game for a long time, and he’s been in the game for a long time. He’s been in",greedy,0.95,gpt2-medium,lyrics_meaning,," Gucci Mane is a rapper who has been in the game for a long time. He’s been in the game for a long time, and he’s been in the game for a long time. He’s been in the game for a long time, and he’s been in the game for a long time. He’s been in the game for a long time, and he’s been in the game for a long time. He’s been in the game for a long time, and he’s been in the game for a long time. He’s been in","A rare Ludacris Double Meaning!!

Purchasing Gucci clothing is an expensive habit, which ties back in with the theme of the song.

Ludacris spins this in two ways. Firstly, he explains that when you’re hot, and you’re relevant in the game, your money is good and your figure is good, the Gucci fits perfectly over your sculpted frame. However, when you fall off (in both a physical and metaphorical sense), your game is much less tight than it was. All of a sudden, that Gucci doesn’t physically fit, nor does it fit with your image. It becomes worthless.

He plays on the word “pockets” to mean both the pockets on your expensive clothing not working anymore, and to indicate you no longer have the bank-roll you once did.","Soon all that Gucci don’t fit, now you out of dough
 One day your pocket’s alright now they all wrong",Ludacris,Money
15,6001,<|startoftext|> lyrics: He wanna taste of my goodies. meaning:,<|startoftext|> lyrics: He wanna taste of my goodies. meaning: The song is about a man who wants to taste of his girlfriend's goodies. ,greedy,0.95,gpt2-medium,lyrics_meaning,, The song is about a man who wants to taste of his girlfriend's goodies. ,"In 2004, Ciara dropped her album and chart-topping single, “Goodies.” Since then, a girl’s body and everything that comes with it is known as her goodies. Ciara and Missy are also really good friends, collaborating on Ciara’s “1, 2 Step” and Missy’s “Lose Control” a year later.",He wanna taste of my goodies,Missy Elliott,DripDemeanor
16,7001,"<|startoftext|> lyrics: Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire. meaning:","<|startoftext|> lyrics: Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire. meaning: The narrator is saying that he is sleeping in the fire, and that he is in a state of sleep. ",greedy,0.95,gpt2-medium,lyrics_meaning,," The narrator is saying that he is sleeping in the fire, and that he is in a state of sleep. ",People are in the midst of a society that is destroying their interests (‘the fire’) and the speaker who represents the powers that be is encouraging them to be complacent (‘sleep now’).,"Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire
 Sleep now in the fire",Rage Against the Machine,Sleep Now in the Fire
17,8001,"<|startoftext|> lyrics: Flashbacks waking me up
 I get drunk, but it’s not enough
 ’Cause the morning comes and you’re not my baby. meaning:","<|startoftext|> lyrics: Flashbacks waking me up
 I get drunk, but it’s not enough
 ’Cause the morning comes and you’re not my baby. meaning: The song’s title is a reference to the movie The Breakfast Club, in which the protagonist wakes up in the middle of the night to find that he’s not his baby.



























































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The song’s title is a reference to the movie The Breakfast Club, in which the protagonist wakes up in the middle of the night to find that he’s not his baby.



























































































","In the Netflix film Someone Great, which serves as the inspiration for this song, the protagonist’s relationship with her ex-boyfriend is shown through flashbacks, brought on by seeing different reminders of her past.

In an interview on the Elvis Duran Show, Taylor recalled how she ended up writing this song:

I cried watching the movie, and so, for, like, a week, I start waking up from dreams that I’m living out that scenario, that that’s happening to me. And I just would wake up and I’m like, ‘Oh my God, I’m writing a break-up song.’

Throughout the movie, the protagonist periodically gets drunk and high, in an effort to deal with the pain of the failed relationship.","Flashbacks waking me up
 I get drunk, but it’s not enough
 ’Cause the morning comes and you’re not my baby",Taylor Swift,Death by a Thousand Cuts
18,9001,<|startoftext|> lyrics: And I hide behind my mouth. meaning:,"<|startoftext|> lyrics: And I hide behind my mouth. meaning: The narrator is hiding behind his mouth, which is a common expression for hiding behind someone.
















































































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The narrator is hiding behind his mouth, which is a common expression for hiding behind someone.
















































































































","He’s hiding how dark/alone/depressed he feels with his words. The classic tale of saying you’re fine when you’re not or avoiding questions so people don’t realize what bad shape you’re in.

This line is extremely reminiscent of a line from “Fall Away,” one of the band’s most popular songs from their Self-Titled album.

Cause I will save face
For name’s sake

The term which he referenced, “save face,” refers to attempting to cover up your flaws in an attempt to make yourself appear as a “good” person.",And I hide behind my mouth,​twenty one pilots,The Judge
19,10001,"<|startoftext|> lyrics: I wanted to become your comfort and move your heart
 I want to take away your sadness, and pain. meaning:","<|startoftext|> lyrics: I wanted to become your comfort and move your heart
 I want to take away your sadness, and pain. meaning: The song is about a man who wants to be your comfort and move your heart. He wants to take away your sadness, and pain. ",greedy,0.95,gpt2-medium,lyrics_meaning,," The song is about a man who wants to be your comfort and move your heart. He wants to take away your sadness, and pain. ","almost a profession, expressing your undying love for sb.

past tense “wanted” vs. present tense “want”
“I wanted to become your comfort and move your heart” -> i wanted to be the best, i would have done anything to make you happy, i wanted you to love me

“I want to take away your sadness, and pain” -> but i know now that you’re hurting, hurting inside. so now all i want to do is to dissolve your sadness, your pain. all i want is to see you happy.","I wanted to become your comfort and move your heart
 I want to take away your sadness, and pain",Genius English Translations,BTS - Magic Shop (English Translation)
20,11001,"<|startoftext|> lyrics: This for my niggas that was tossed in the graves
 Every so often I fade deep in my thoughts
 And then get lost in the days
 We used to play before your coffin was made
 Just got the call nigga got caught with a stray
 Hope he’s okay. meaning:","<|startoftext|> lyrics: This for my niggas that was tossed in the graves
 Every so often I fade deep in my thoughts
 And then get lost in the days
 We used to play before your coffin was made
 Just got the call nigga got caught with a stray
 Hope he’s okay. meaning: The “we” is a reference to the “we” of the song “I’m With You”.




































































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The “we” is a reference to the “we” of the song “I’m With You”.




































































































","Cole previously spoke of losing his friends on “Knock Tha Hustle” and now reminisces about when they were still alive. His wordplay with “days”—which sounds similar to “daze”—further illustrates how much these losses affect him.



The mentioning of his friend getting shot fits well within the song since Cole later refers to the Ferguson case in verse two.","This for my niggas that was tossed in the graves
 Every so often I fade deep in my thoughts
 And then get lost in the days
 We used to play before your coffin was made
 Just got the call nigga got caught with a stray
 Hope he’s okay",J. Cole,January 28th
21,12001,<|startoftext|> lyrics: Like a kid out in the rain. meaning:,<|startoftext|> lyrics: Like a kid out in the rain. meaning: The song is about a kid who is out in the rain and is having a bad day. ,greedy,0.95,gpt2-medium,lyrics_meaning,, The song is about a kid who is out in the rain and is having a bad day. ,"Free, without concern for consequences that might be apparent to others. A kid playing in the rain is having a good time but to adults looking on they are just getting wet. The narrator sees Tommy’s piano playing of emblematic of the way he lived his life.",Like a kid out in the rain,Butthole Surfers,Pepper
22,1207,"<|startoftext|> lyrics: From underneath the rubble, sing a rebel song. meaning:","<|startoftext|> lyrics: From underneath the rubble, sing a rebel song. meaning: The song is about the destruction of the city of New York, and the people who live there.














































































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The song is about the destruction of the city of New York, and the people who live there.














































































































","Up until now he has felt overwhelmed with burdens. His life is like a wreck, that as broken down around him. But when he listens to the songs he loves he feels energized – as though he can pick up the pieces of his life again. He sings a “rebel song” because he is rebelling against life getting him down. He refuses to give up.","From underneath the rubble, sing a rebel song",Coldplay,Every Teardrop Is a Waterfall
23,2207,<|startoftext|> lyrics: No such zone. meaning:,<|startoftext|> lyrics: No such zone. meaning: The song is about a man who is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife,greedy,0.95,gpt2-medium,lyrics_meaning,, The song is about a man who is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife. He is in a relationship with a woman who is not his wife,"The phrase “no such zone” in the song refers to U.S. postal zones, a predecessor of the current U.S. ZIP Code (an acronym of Zone Improvement Plan). A postal zone was a one- or two-digit number written between the city and state (“New York 1, NY”), whereas a ZIP Code is a five- or nine-digit number written after the state (“New York, NY 10001”).",No such zone,Elvis Presley,Return to Sender
24,3207,"<|startoftext|> lyrics: Sittin’ on the counter in your kitchen
 Can you hear my heartbeat fucking kickin’?
 Your eyes light up ’cause you best believe that I got something up my sleeve
 I walk my talk, no time for wishful thinking
 I push up on my toes, you call me “sweet thing”
 I’m breathing down your neck, your body screaming
 And you thought that you were the boss tonight, but I can put up one good fight
 I flip the script like I can take a beating. meaning:","<|startoftext|> lyrics: Sittin’ on the counter in your kitchen
 Can you hear my heartbeat fucking kickin’?
 Your eyes light up ’cause you best believe that I got something up my sleeve
 I walk my talk, no time for wishful thinking
 I push up on my toes, you call me “sweet thing”
 I’m breathing down your neck, your body screaming
 And you thought that you were the boss tonight, but I can put up one good fight
 I flip the script like I can take a beating. meaning: The “sweet thing” is a reference to the song “Sweet Thing” by The Weeknd.










































































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The “sweet thing” is a reference to the song “Sweet Thing” by The Weeknd.










































































































","This may be Halsey’s version of the party scene from Romeo + Juliet, where the star-crossed lovers experience love at first sight. In the literal “script” of Romeo + Juliet, Tybalt spots Romeo with Juliet and immediately wants to fight him:

https://www.youtube.com/watch?v=8JoOpx6VwHk

Solis and Luna’s fight is a metaphorical one, though, referring to their sexually-charged interaction. “If you talk the talk, you’d better walk the walk” is an idiom meaning you have to back up your claims with actions—Solis doesn’t just say he’ll take control, he gets physical and asserts his dominance.

But “flip the script” means to reverse expectations, and Solis being willing to “take a beating” in this context means he’s not afraid to take a submissive role either.

“Flip the script” also refers to the fact that Halsey gender-swapped Romeo and Juliet to create Solis and Luna.","Sittin’ on the counter in your kitchen
 Can you hear my heartbeat fucking kickin’?
 Your eyes light up ’cause you best believe that I got something up my sleeve
 I walk my talk, no time for wishful thinking
 I push up on my toes, you call me “sweet thing”
 I’m breathing down your neck, your body screaming
 And you thought that you were the boss tonight, but I can put up one good fight
 I flip the script like I can take a beating",Halsey,Heaven in Hiding
25,4207,"<|startoftext|> lyrics: Boo, let’s get acquainted (What?). meaning:","<|startoftext|> lyrics: Boo, let’s get acquainted (What?). meaning: The song’s title is a play on “Boo, let’s get acquainted”, a phrase used to describe a relationship.



































































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The song’s title is a play on “Boo, let’s get acquainted”, a phrase used to describe a relationship.



































































































","This line might be a reference to “Acquainted” by The Weeknd. In May 2017, Lana discussed her friendship with Abel in an interview with the Rolling  Stones:

He’s kind of the reason I was ever on the radio like six years ago. He started posting all my videos on his Tumblr and social media … He’s been in touch with me ever since then. He’s always been really supportive. He had his own path, which led him to this place that’s crazy big. But we’ve just been friends for maybe the past six years.","Boo, let’s get acquainted (What?)",Lana Del Rey,Summer Bummer
26,5207,"<|startoftext|> lyrics: Yo, as long as you know he got the baddest, I’m flattered
 I’m the only one that he answers to. meaning:","<|startoftext|> lyrics: Yo, as long as you know he got the baddest, I’m flattered
 I’m the only one that he answers to. meaning: The song’s title is a play on the word “bad”, which is a term used to describe someone who is not good.

The song’s lyrics are also a play on the word “bad”, which is a term used to describe someone who is not good. ",greedy,0.95,gpt2-medium,lyrics_meaning,," The song’s title is a play on the word “bad”, which is a term used to describe someone who is not good.

The song’s lyrics are also a play on the word “bad”, which is a term used to describe someone who is not good. ",Nicki is the only one her man answers to because he knows she’s the only woman he needs.,"Yo, as long as you know he got the baddest, I’m flattered
 I’m the only one that he answers to",Maroon 5,Sugar (Remix)
27,6207,"<|startoftext|> lyrics: Its preparations are concealed, not published
 Its mistakes are buried, not headlined
 Its dissenters are silenced, not praised. meaning:","<|startoftext|> lyrics: Its preparations are concealed, not published
 Its mistakes are buried, not headlined
 Its dissenters are silenced, not praised. meaning: The song is about the fact that the media is not covering the truth about the war in Iraq. The media is covering the war in Iraq, but the truth is that the war in Iraq is a lie.

The song is about the fact that the media is not covering the truth about the war in Iraq. The media is covering the war in Iraq, but the truth is that the war in Iraq is a lie.

The song is about the fact that the media is not covering the truth about the war in Iraq. The media is covering the war in Iraq, but the truth is that the war in Iraq is a lie.
",greedy,0.95,gpt2-medium,lyrics_meaning,," The song is about the fact that the media is not covering the truth about the war in Iraq. The media is covering the war in Iraq, but the truth is that the war in Iraq is a lie.

The song is about the fact that the media is not covering the truth about the war in Iraq. The media is covering the war in Iraq, but the truth is that the war in Iraq is a lie.

The song is about the fact that the media is not covering the truth about the war in Iraq. The media is covering the war in Iraq, but the truth is that the war in Iraq is a lie.
","These lines highlight the fact that it is no longer just the totalitarian communist governments of JFK’s time in his speech that are taking part in these acts of silencing dissent and mistakes. It is instead governments of the developed world, including the United States and Britain, who continue to do this in today’s world.

The music video includes a shot of whistleblower Edward Snowden’s face, an Anonymous hacker, and Martin Luther King Jr.","Its preparations are concealed, not published
 Its mistakes are buried, not headlined
 Its dissenters are silenced, not praised",Muse,[JFK]
28,7207,"<|startoftext|> lyrics: One tries to fly away
 And the other watches him close from that wire
 He says he wants to as well
 But he is a liar. meaning:","<|startoftext|> lyrics: One tries to fly away
 And the other watches him close from that wire
 He says he wants to as well
 But he is a liar. meaning: The narrator is trying to fly away from the pain of his past, but he is watching him close from the wire. He is trying to escape from the pain of his past, but he is watching him close from the wire.




















































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The narrator is trying to fly away from the pain of his past, but he is watching him close from the wire. He is trying to escape from the pain of his past, but he is watching him close from the wire.




















































































","One of the two friends decides they want to make something of themselves, to move forward and leave the place they’re in, be it physical or metaphorical. The other friend claims they share the same dream and ambition but in truth is probably too afraid to leave the safety of the “wire”. As this person is clinging to the comfort they feel in their present situation, they prevent them both from ‘flying away’ or progressing together.","One tries to fly away
 And the other watches him close from that wire
 He says he wants to as well
 But he is a liar",Regina Spektor,Two Birds
29,8207,"<|startoftext|> lyrics: Killing all in his path, save for that which he longs
 King Kooonnnng!. meaning:","<|startoftext|> lyrics: Killing all in his path, save for that which he longs
 King Kooonnnng!. meaning: King Kooonnnng is a reference to the song “King Kooonnnng” by the band The Killers.







































































































",greedy,0.95,gpt2-medium,lyrics_meaning,," King Kooonnnng is a reference to the song “King Kooonnnng” by the band The Killers.







































































































","Here is started a epic orchestral part, with all the drums, like the drum, and violins, flautes and many epic instruments for an allusion to Kong.

LONG LIVE KING KONG!","Killing all in his path, save for that which he longs
 King Kooonnnng!",Tenacious D,Kong
30,9207,"<|startoftext|> lyrics: We’re still building and burning down love
 Burning down love
 And when I go there
 I go there with you
 It’s all I can do. meaning:","<|startoftext|> lyrics: We’re still building and burning down love
 Burning down love
 And when I go there
 I go there with you
 It’s all I can do. meaning: The song’s title is a reference to the song “Burning Down Love” by the band The 1975.








































































































",greedy,0.95,gpt2-medium,lyrics_meaning,," The song’s title is a reference to the song “Burning Down Love” by the band The 1975.








































































































","Relationships are a work in progress. You never achieve perfection. It’s a process of building and tearing down again to start anew.
In the end I’m made my choice to be with you. There is no one else I would want to be on this journey with.","We’re still building and burning down love
 Burning down love
 And when I go there
 I go there with you
 It’s all I can do",U2,Where the Streets Have No Name
